Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Location Type
Low Fat,FDY09,Snack Foods,1998,Tier 1
Regular,FDH31,Meat,1998,Tier 1
Regular,DRA24,Soft Drinks,1998,Tier 1
Low Fat,FDO24,Baking Goods,2010,Tier 1
Low Fat,FDL04,Frozen Foods,2010,Tier 1
Low Fat,FDZ44,Fruits and Vegetables,2010,Tier 1
Low Fat,FDA56,Fruits and Vegetables,2010,Tier 1
Low Fat,DRN47,Hard Drinks,2010,Tier 1
Low Fat,NCA17,Health and Hygiene,2010,Tier 1
Low Fat,NCL07,Others,2010,Tier 1
Low Fat,FDM46,Snack Foods,2010,Tier 1
Regular,FDT24,Baking Goods,2010,Tier 1
Regular,FDX35,Breads,2010,Tier 1
Regular,FDL02,Canned,2010,Tier 1
Regular,FDT52,Frozen Foods,2010,Tier 1
Regular,FDN16,Frozen Foods,2010,Tier 1
Regular,FDA28,Frozen Foods,2010,Tier 1
Regular,FDW55,Fruits and Vegetables,2010,Tier 1
Regular,FDG58,Snack Foods,2010,Tier 1
LF,FDV32,Fruits and Vegetables,2015,Tier 2
Low Fat,FDP04,Frozen Foods,2015,Tier 2
Low Fat,FDG45,Fruits and Vegetables,2015,Tier 2
Low Fat,FDS20,Fruits and Vegetables,2015,Tier 2
Low Fat,FDN31,Fruits and Vegetables,2015,Tier 2
Low Fat,FDC44,Fruits and Vegetables,2015,Tier 2
Low Fat,DRH36,Soft Drinks,2015,Tier 2
Low Fat,DRF37,Soft Drinks,2015,Tier 2
Low Fat,FDS35,Breads,2020,Tier 2
Low Fat,FDG50,Canned,2020,Tier 2
Low Fat,FDF14,Canned,2020,Tier 2
Low Fat,FDN02,Canned,2020,Tier 2
Low Fat,FDX19,Fruits and Vegetables,2020,Tier 2
Low Fat,DRN59,Hard Drinks,2020,Tier 2
Low Fat,NCB54,Health and Hygiene,2020,Tier 2
Low Fat,NCK53,Health and Hygiene,2020,Tier 2
Low Fat,NCB19,Household,2020,Tier 2
Low Fat,NCU18,Household,2020,Tier 2
Low Fat,NCW06,Household,2020,Tier 2
Low Fat,NCN14,Others,2020,Tier 2
Low Fat,FDZ58,Snack Foods,2020,Tier 2
Low Fat,DRJ37,Soft Drinks,2020,Tier 2
Regular,FDU19,Fruits and Vegetables,2015,Tier 2
Regular,FDT56,Fruits and Vegetables,2015,Tier 2
Regular,FDX46,Snack Foods,2015,Tier 2
Regular,DRZ11,Soft Drinks,2015,Tier 2
Regular,FDE35,Starchy Foods,2015,Tier 2
Regular,FDI48,Baking Goods,2020,Tier 2
Regular,FDP01,Breakfast,2020,Tier 2
Regular,FDH40,Frozen Foods,2020,Tier 2
Regular,FDP52,Frozen Foods,2020,Tier 2
Regular,FDG56,Fruits and Vegetables,2020,Tier 2
Regular,FDZ51,Meat,2020,Tier 2
low fat,NCI54,Household,2015,Tier 2
reg,FDW04,Frozen Foods,2015,Tier 2
Low Fat,FDY59,Baking Goods,2017,Tier 2
Low Fat,FDY48,Baking Goods,2017,Tier 2
Low Fat,FDW01,Canned,2017,Tier 2
Low Fat,FDG53,Frozen Foods,2017,Tier 2
Low Fat,FDB32,Fruits and Vegetables,2017,Tier 2
Low Fat,NCP43,Others,2017,Tier 2
Low Fat,NCI31,Others,2017,Tier 2
Low Fat,FDF22,Snack Foods,2017,Tier 2
Low Fat,FDT34,Snack Foods,2017,Tier 2
Low Fat,FDJ46,Snack Foods,2017,Tier 2
Low Fat,DRC49,Soft Drinks,2017,Tier 2
Low Fat,FDZ34,Starchy Foods,2017,Tier 2
Low Fat,FDA22,Starchy Foods,2017,Tier 2
Low Fat,FDG47,Starchy Foods,2017,Tier 2
Regular,FDR37,Breakfast,2017,Tier 2
Regular,FDX46,Snack Foods,2017,Tier 2
Low Fat,FDS12,Baking Goods,2011,Tier 3
Low Fat,FDG50,Canned,2011,Tier 3
Low Fat,FDP25,Canned,2011,Tier 3
Low Fat,FDA15,Dairy,2011,Tier 3
Low Fat,FDI56,Fruits and Vegetables,2011,Tier 3
Low Fat,DRD25,Soft Drinks,2011,Tier 3
Low Fat,DRJ24,Soft Drinks,2011,Tier 3
Regular,FDP59,Breads,2011,Tier 3
Regular,FDA07,Fruits and Vegetables,2011,Tier 3
Regular,FDU33,Snack Foods,2011,Tier 3
Regular,FDV34,Snack Foods,2011,Tier 3
LF,DRF15,Dairy,2000,Tier 3
LF,FDX09,Snack Foods,2000,Tier 3
Low Fat,FDH41,Frozen Foods,2000,Tier 3
Low Fat,FDN31,Fruits and Vegetables,2000,Tier 3
Low Fat,DRK47,Hard Drinks,2000,Tier 3
Low Fat,NCK54,Household,2000,Tier 3
Low Fat,NCG18,Household,2000,Tier 3
Low Fat,FDC58,Snack Foods,2000,Tier 3
Low Fat,FDA45,Snack Foods,2000,Tier 3
Low Fat,DRF37,Soft Drinks,2000,Tier 3
Regular,FDM36,Baking Goods,2000,Tier 3
Regular,FDB37,Baking Goods,2000,Tier 3
Regular,FDY38,Dairy,2000,Tier 3
Regular,FDA02,Dairy,2000,Tier 3
Regular,FDK08,Fruits and Vegetables,2000,Tier 3
low fat,FDJ22,Snack Foods,2000,Tier 3
Low Fat,FDF02,Canned,2022,Tier 3
Low Fat,FDF41,Frozen Foods,2022,Tier 3
Low Fat,FDG04,Frozen Foods,2022,Tier 3
Low Fat,FDC56,Fruits and Vegetables,2022,Tier 3
Low Fat,DRK47,Hard Drinks,2022,Tier 3
Low Fat,NCV53,Health and Hygiene,2022,Tier 3
Low Fat,NCN30,Household,2022,Tier 3
Low Fat,NCO42,Household,2022,Tier 3
Low Fat,FDA34,Starchy Foods,2022,Tier 3
Low Fat,FDG47,Starchy Foods,2022,Tier 3
Regular,FDI60,Baking Goods,2022,Tier 3
Regular,FDF24,Baking Goods,2022,Tier 3
Regular,FDG20,Fruits and Vegetables,2022,Tier 3
Regular,FDG09,Fruits and Vegetables,2022,Tier 3
Regular,FDE10,Snack Foods,2022,Tier 3
Low Fat,FDV23,Breads,1998,Tier 3
Low Fat,FDX13,Canned,1998,Tier 3
Low Fat,FDD51,Dairy,1998,Tier 3
Low Fat,FDY50,Dairy,1998,Tier 3
Low Fat,FDE32,Fruits and Vegetables,1998,Tier 3
Low Fat,FDG44,Fruits and Vegetables,1998,Tier 3
Low Fat,FDL44,Fruits and Vegetables,1998,Tier 3
Low Fat,NCO41,Health and Hygiene,1998,Tier 3
Low Fat,NCU29,Health and Hygiene,1998,Tier 3
Low Fat,NCD55,Household,1998,Tier 3
Low Fat,NCG54,Household,1998,Tier 3
Low Fat,FDK33,Snack Foods,1998,Tier 3
Low Fat,DRG01,Soft Drinks,1998,Tier 3
Low Fat,DRH01,Soft Drinks,1998,Tier 3
Regular,FDW60,Baking Goods,1998,Tier 3
Regular,FDZ50,Dairy,1998,Tier 3
Regular,FDA52,Frozen Foods,1998,Tier 3
Regular,FDG10,Snack Foods,1998,Tier 3
Low Fat,FDN15,Meat,2012,Tier 1
Low Fat,FDP33,Snack Foods,2022,Tier 3
Low Fat,NCW29,Health and Hygiene,2012,Tier 1
Low Fat,FDX25,Canned,2022,Tier 3
Low Fat,FDQ56,Fruits and Vegetables,2012,Tier 1
Regular,FDM24,Baking Goods,2015,Tier 2
Low Fat,FDB44,Fruits and Vegetables,2000,Tier 3
Regular,FDZ23,Baking Goods,2011,Tier 3
Low Fat,DRJ39,Dairy,2017,Tier 2
Low Fat,FDT38,Dairy,2012,Tier 1
Low Fat,DRD27,Dairy,2012,Tier 1
Low Fat,FDX44,Fruits and Vegetables,2012,Tier 1
Low Fat,FDX19,Fruits and Vegetables,2012,Tier 1
Low Fat,NCO42,Household,2012,Tier 1
Low Fat,FDF59,Starchy Foods,2012,Tier 1
Regular,FDE04,Frozen Foods,2012,Tier 1
Regular,DRZ11,Soft Drinks,2012,Tier 1
Low Fat,DRL59,Hard Drinks,1998,Tier 1
Low Fat,FDO57,Snack Foods,1998,Tier 1
Regular,FDU45,Snack Foods,1998,Tier 1
LF,FDJ48,Baking Goods,2010,Tier 1
LF,NCK29,Health and Hygiene,2010,Tier 1
LF,FDV39,Meat,2010,Tier 1
Low Fat,FDV55,Fruits and Vegetables,2010,Tier 1
Regular,FDA35,Baking Goods,2010,Tier 1
Regular,FDZ57,Snack Foods,2010,Tier 1
reg,FDO49,Breakfast,2010,Tier 1
LF,DRL47,Hard Drinks,2015,Tier 2
LF,NCM26,Others,2020,Tier 2
Low Fat,FDS13,Canned,2015,Tier 2
Low Fat,FDF52,Frozen Foods,2015,Tier 2
Low Fat,FDC20,Fruits and Vegetables,2015,Tier 2
Low Fat,DRI11,Hard Drinks,2015,Tier 2
Low Fat,DRO35,Hard Drinks,2015,Tier 2
Low Fat,NCA42,Household,2015,Tier 2
Low Fat,FDL27,Meat,2015,Tier 2
Low Fat,FDT03,Meat,2015,Tier 2
Low Fat,FDY21,Snack Foods,2015,Tier 2
Low Fat,FDB15,Dairy,2020,Tier 2
Low Fat,DRH01,Soft Drinks,2020,Tier 2
Regular,FDN23,Breads,2015,Tier 2
Regular,FDN38,Canned,2015,Tier 2
Regular,FDA01,Canned,2015,Tier 2
Regular,FDB14,Canned,2015,Tier 2
Regular,FDS33,Snack Foods,2015,Tier 2
Regular,FDU57,Snack Foods,2015,Tier 2
Regular,FDJ38,Canned,2020,Tier 2
Regular,FDH14,Canned,2020,Tier 2
Regular,FDV16,Frozen Foods,2020,Tier 2
LF,NCB19,Household,2017,Tier 2
LF,FDD11,Starchy Foods,2017,Tier 2
Low Fat,NCR29,Health and Hygiene,2017,Tier 2
Low Fat,NCM54,Household,2017,Tier 2
Low Fat,DRB24,Soft Drinks,2017,Tier 2
Low Fat,DRE49,Soft Drinks,2017,Tier 2
Regular,FDC16,Dairy,2017,Tier 2
Low Fat,FDW47,Breads,2011,Tier 3
Low Fat,DRO47,Hard Drinks,2011,Tier 3
Low Fat,NCK53,Health and Hygiene,2011,Tier 3
Low Fat,FDY21,Snack Foods,2011,Tier 3
Regular,FDS56,Fruits and Vegetables,2011,Tier 3
Low Fat,FDX23,Baking Goods,2000,Tier 3
Low Fat,FDF12,Baking Goods,2000,Tier 3
Low Fat,FDS13,Canned,2000,Tier 3
Low Fat,FDS20,Fruits and Vegetables,2000,Tier 3
Low Fat,FDU08,Fruits and Vegetables,2000,Tier 3
Low Fat,NCS17,Health and Hygiene,2000,Tier 3
Low Fat,FDW45,Snack Foods,2000,Tier 3
Low Fat,DRH36,Soft Drinks,2000,Tier 3
Regular,FDP40,Frozen Foods,2000,Tier 3
Regular,FDV20,Fruits and Vegetables,2000,Tier 3
Regular,FDB57,Fruits and Vegetables,2000,Tier 3
Regular,FDX31,Fruits and Vegetables,2000,Tier 3
Low Fat,FDO40,Frozen Foods,2022,Tier 3
Low Fat,FDZ52,Frozen Foods,2022,Tier 3
Low Fat,FDX20,Fruits and Vegetables,2022,Tier 3
Regular,FDF29,Frozen Foods,2022,Tier 3
Regular,FDQ07,Fruits and Vegetables,2022,Tier 3
low fat,FDX45,Snack Foods,2022,Tier 3
Low Fat,FDP60,Baking Goods,1998,Tier 3
Low Fat,NCI43,Household,1998,Tier 3
Low Fat,FDG31,Meat,1998,Tier 3
Regular,FDW38,Dairy,1998,Tier 3
Regular,FDP36,Baking Goods,2022,Tier 3
Low Fat,NCD06,Household,2020,Tier 2
low fat,DRE60,Soft Drinks,1998,Tier 1
Low Fat,NCO26,Household,2017,Tier 2
low fat,FDF20,Fruits and Vegetables,2015,Tier 2
Low Fat,FDT59,Breads,2017,Tier 2
Low Fat,NCR41,Health and Hygiene,2015,Tier 2
Regular,FDF53,Frozen Foods,2017,Tier 2
Low Fat,DRF15,Dairy,2022,Tier 3
Low Fat,NCL53,Health and Hygiene,2010,Tier 1
Low Fat,DRE12,Soft Drinks,1998,Tier 3
Low Fat,FDS51,Meat,2012,Tier 1
Low Fat,FDX59,Breads,1998,Tier 3
Low Fat,FDC26,Canned,2012,Tier 1
Low Fat,FDI44,Fruits and Vegetables,2012,Tier 1
Low Fat,NCQ53,Health and Hygiene,2012,Tier 1
Regular,FDN25,Breakfast,2012,Tier 1
Regular,FDZ08,Fruits and Vegetables,2012,Tier 1
Regular,FDG33,Seafood,2012,Tier 1
Regular,FDU46,Snack Foods,2012,Tier 1
Regular,FDC59,Starchy Foods,2012,Tier 1
reg,FDZ07,Fruits and Vegetables,2012,Tier 1
LF,FDU38,Dairy,1998,Tier 1
Low Fat,NCN41,Health and Hygiene,1998,Tier 1
Low Fat,NCX05,Health and Hygiene,1998,Tier 1
Low Fat,DRJ24,Soft Drinks,1998,Tier 1
Regular,FDU33,Snack Foods,1998,Tier 1
Low Fat,FDT48,Baking Goods,2010,Tier 1
Low Fat,FDG24,Baking Goods,2010,Tier 1
Low Fat,FDY50,Dairy,2010,Tier 1
Low Fat,FDP26,Dairy,2010,Tier 1
Low Fat,FDA14,Dairy,2010,Tier 1
Low Fat,NCV29,Health and Hygiene,2010,Tier 1
Low Fat,FDW34,Snack Foods,2010,Tier 1
Low Fat,DRD25,Soft Drinks,2010,Tier 1
Regular,FDL48,Baking Goods,2010,Tier 1
Regular,FDJ38,Canned,2010,Tier 1
Regular,FDF39,Dairy,2010,Tier 1
Regular,FDA27,Dairy,2010,Tier 1
Regular,FDE41,Frozen Foods,2010,Tier 1
Regular,FDS04,Frozen Foods,2010,Tier 1
Regular,FDP44,Fruits and Vegetables,2010,Tier 1
Low Fat,FDR23,Breads,2015,Tier 2
Low Fat,FDD51,Dairy,2015,Tier 2
Low Fat,DRN11,Hard Drinks,2015,Tier 2
Low Fat,NCO29,Health and Hygiene,2015,Tier 2
Low Fat,NCZ41,Health and Hygiene,2015,Tier 2
Low Fat,NCW54,Household,2015,Tier 2
Low Fat,DRE15,Dairy,2020,Tier 2
Low Fat,DRD27,Dairy,2020,Tier 2
Low Fat,FDM40,Frozen Foods,2020,Tier 2
Low Fat,FDL20,Fruits and Vegetables,2020,Tier 2
Low Fat,FDB32,Fruits and Vegetables,2020,Tier 2
Low Fat,NCP53,Health and Hygiene,2020,Tier 2
Low Fat,NCX17,Health and Hygiene,2020,Tier 2
Low Fat,NCZ18,Household,2020,Tier 2
Low Fat,NCD55,Household,2020,Tier 2
Low Fat,FDD34,Snack Foods,2020,Tier 2
Low Fat,FDS57,Snack Foods,2020,Tier 2
Low Fat,FDI33,Snack Foods,2020,Tier 2
Low Fat,FDY45,Snack Foods,2020,Tier 2
Low Fat,FDR21,Snack Foods,2020,Tier 2
Low Fat,FDH10,Snack Foods,2020,Tier 2
Regular,FDQ47,Breads,2015,Tier 2
Regular,FDQ55,Fruits and Vegetables,2015,Tier 2
Regular,FDP08,Fruits and Vegetables,2015,Tier 2
Regular,FDD10,Snack Foods,2015,Tier 2
Regular,FDO52,Frozen Foods,2020,Tier 2
Regular,FDZ28,Frozen Foods,2020,Tier 2
LF,NCE06,Household,2017,Tier 2
LF,NCN26,Household,2017,Tier 2
LF,DRG36,Soft Drinks,2017,Tier 2
Low Fat,FDX23,Baking Goods,2017,Tier 2
Low Fat,FDZ56,Fruits and Vegetables,2017,Tier 2
Low Fat,FDL20,Fruits and Vegetables,2017,Tier 2
Low Fat,NCU54,Household,2017,Tier 2
Low Fat,NCO18,Household,2017,Tier 2
Low Fat,NCI42,Household,2017,Tier 2
Low Fat,FDD34,Snack Foods,2017,Tier 2
Regular,FDL48,Baking Goods,2017,Tier 2
Regular,FDR44,Fruits and Vegetables,2017,Tier 2
LF,NCE06,Household,2011,Tier 3
Low Fat,FDD36,Baking Goods,2011,Tier 3
Low Fat,NCY18,Household,2011,Tier 3
Low Fat,FDG31,Meat,2011,Tier 3
Low Fat,FDT46,Snack Foods,2011,Tier 3
Low Fat,DRC25,Soft Drinks,2011,Tier 3
Low Fat,DRI25,Soft Drinks,2011,Tier 3
LF,FDI44,Fruits and Vegetables,2000,Tier 3
Low Fat,FDA36,Baking Goods,2000,Tier 3
Low Fat,FDS47,Breads,2000,Tier 3
Low Fat,FDJ41,Frozen Foods,2000,Tier 3
Low Fat,FDN15,Meat,2000,Tier 3
Low Fat,NCL31,Others,2000,Tier 3
Low Fat,NCN07,Others,2000,Tier 3
Low Fat,FDL22,Snack Foods,2000,Tier 3
Regular,FDX27,Dairy,2000,Tier 3
Regular,FDE28,Frozen Foods,2000,Tier 3
Regular,FDB56,Fruits and Vegetables,2000,Tier 3
Regular,FDM27,Meat,2000,Tier 3
low fat,FDQ21,Snack Foods,2000,Tier 3
reg,FDU21,Snack Foods,2000,Tier 3
Low Fat,FDP23,Breads,2022,Tier 3
Low Fat,FDJ16,Frozen Foods,2022,Tier 3
Low Fat,NCF31,Household,2022,Tier 3
Low Fat,NCB55,Household,2022,Tier 3
Low Fat,FDB10,Snack Foods,2022,Tier 3
Low Fat,FDY10,Snack Foods,2022,Tier 3
Regular,FDZ25,Canned,2022,Tier 3
Regular,FDH53,Frozen Foods,2022,Tier 3
Regular,FDO45,Snack Foods,2022,Tier 3
Regular,FDC34,Snack Foods,2022,Tier 3
Regular,FDC59,Starchy Foods,2022,Tier 3
Low Fat,DRI03,Dairy,1998,Tier 3
Low Fat,FDZ40,Frozen Foods,1998,Tier 3
Low Fat,NCZ17,Health and Hygiene,1998,Tier 3
Low Fat,NCZ53,Health and Hygiene,1998,Tier 3
Regular,FDI50,Canned,1998,Tier 3
Regular,FDZ26,Dairy,1998,Tier 3
Regular,FDT27,Meat,1998,Tier 3
Regular,FDW15,Meat,1998,Tier 3
Low Fat,NCI17,Health and Hygiene,2000,Tier 3
Low Fat,FDA44,Fruits and Vegetables,2020,Tier 2
Low Fat,NCF42,Household,2017,Tier 2
Regular,FDX35,Breads,2000,Tier 3
Low Fat,NCC43,Household,2020,Tier 2
Low Fat,FDU25,Canned,2012,Tier 1
Low Fat,NCR18,Household,2012,Tier 1
Low Fat,NCF30,Household,2012,Tier 1
Low Fat,DRF60,Soft Drinks,2012,Tier 1
Regular,FDJ38,Canned,2012,Tier 1
Regular,FDB29,Frozen Foods,2012,Tier 1
Regular,FDN34,Snack Foods,2012,Tier 1
Regular,FDR22,Snack Foods,2012,Tier 1
Low Fat,FDV32,Fruits and Vegetables,1998,Tier 1
Regular,FDA02,Dairy,1998,Tier 1
Regular,FDS33,Snack Foods,1998,Tier 1
Low Fat,FDN57,Snack Foods,2010,Tier 1
Regular,FDU15,Meat,2010,Tier 1
Low Fat,FDQ13,Canned,2015,Tier 2
Low Fat,NCQ05,Health and Hygiene,2015,Tier 2
Low Fat,DRI49,Soft Drinks,2015,Tier 2
Low Fat,FDF52,Frozen Foods,2020,Tier 2
Low Fat,FDS43,Fruits and Vegetables,2020,Tier 2
Low Fat,NCP14,Household,2020,Tier 2
Low Fat,FDG47,Starchy Foods,2020,Tier 2
Regular,FDC16,Dairy,2015,Tier 2
Regular,FDM57,Snack Foods,2015,Tier 2
Regular,FDA01,Canned,2020,Tier 2
Regular,FDG22,Snack Foods,2020,Tier 2
Low Fat,FDP60,Baking Goods,2017,Tier 2
Low Fat,FDX26,Dairy,2017,Tier 2
Low Fat,FDT28,Frozen Foods,2017,Tier 2
Low Fat,DRM23,Hard Drinks,2017,Tier 2
Low Fat,FDK33,Snack Foods,2017,Tier 2
Regular,FDP44,Fruits and Vegetables,2017,Tier 2
Low Fat,FDU38,Dairy,2011,Tier 3
Low Fat,FDU14,Dairy,2011,Tier 3
Low Fat,NCB18,Household,2011,Tier 3
Low Fat,FDL33,Snack Foods,2011,Tier 3
Regular,FDQ31,Fruits and Vegetables,2011,Tier 3
LF,NCT17,Health and Hygiene,2000,Tier 3
Low Fat,DRE27,Dairy,2000,Tier 3
Low Fat,NCZ29,Health and Hygiene,2000,Tier 3
Regular,FDB36,Baking Goods,2000,Tier 3
low fat,FDU02,Dairy,2000,Tier 3
Low Fat,NCW17,Health and Hygiene,2022,Tier 3
Low Fat,NCQ54,Household,2022,Tier 3
Regular,FDX32,Fruits and Vegetables,2022,Tier 3
Low Fat,FDW48,Baking Goods,1998,Tier 3
Low Fat,FDO23,Breads,1998,Tier 3
Low Fat,FDY55,Fruits and Vegetables,1998,Tier 3
Regular,FDZ23,Baking Goods,1998,Tier 3
Regular,FDB04,Dairy,1998,Tier 3
Regular,FDJ55,Meat,1998,Tier 3
Regular,FDI10,Snack Foods,1998,Tier 3
Regular,FDQ28,Frozen Foods,2000,Tier 3
Low Fat,DRH03,Dairy,1998,Tier 1
Low Fat,DRK37,Soft Drinks,2010,Tier 1
Regular,FDS58,Snack Foods,2000,Tier 3
reg,FDS28,Frozen Foods,2012,Tier 1
Low Fat,FDD50,Canned,2012,Tier 1
Low Fat,FDT31,Fruits and Vegetables,2012,Tier 1
Low Fat,NCK29,Health and Hygiene,2012,Tier 1
Low Fat,NCA41,Health and Hygiene,2012,Tier 1
Low Fat,NCQ30,Household,2012,Tier 1
Low Fat,NCU42,Household,2012,Tier 1
Low Fat,NCN43,Others,2012,Tier 1
Regular,FDY49,Canned,2012,Tier 1
Regular,FDJ44,Fruits and Vegetables,2012,Tier 1
Regular,FDZ21,Snack Foods,2012,Tier 1
Low Fat,NCV54,Household,1998,Tier 1
Low Fat,FDZ33,Snack Foods,1998,Tier 1
Low Fat,FDY59,Baking Goods,2010,Tier 1
Regular,FDM24,Baking Goods,2010,Tier 1
Regular,FDH44,Fruits and Vegetables,2010,Tier 1
LF,FDX50,Dairy,2015,Tier 2
Low Fat,FDW47,Breads,2015,Tier 2
Low Fat,NCA29,Household,2020,Tier 2
Low Fat,FDL43,Meat,2020,Tier 2
Regular,FDE17,Frozen Foods,2020,Tier 2
Regular,FDF45,Fruits and Vegetables,2020,Tier 2
reg,FDG14,Canned,2015,Tier 2
Low Fat,FDT40,Frozen Foods,2017,Tier 2
Low Fat,DRM47,Hard Drinks,2017,Tier 2
Low Fat,NCH29,Health and Hygiene,2017,Tier 2
Low Fat,NCZ42,Household,2017,Tier 2
Regular,FDC59,Starchy Foods,2017,Tier 2
Low Fat,FDC26,Canned,2011,Tier 3
Regular,FDD38,Canned,2011,Tier 3
Low Fat,NCI43,Household,2000,Tier 3
Low Fat,NCP53,Health and Hygiene,2022,Tier 3
Low Fat,NCQ41,Health and Hygiene,2022,Tier 3
Low Fat,NCO54,Household,2022,Tier 3
Low Fat,FDQ46,Snack Foods,2022,Tier 3
Low Fat,FDK46,Snack Foods,2022,Tier 3
Low Fat,DRL60,Soft Drinks,2022,Tier 3
Regular,FDL25,Breakfast,2022,Tier 3
Regular,FDC29,Frozen Foods,2022,Tier 3
Low Fat,FDA50,Dairy,1998,Tier 3
Low Fat,FDL10,Snack Foods,1998,Tier 3
Regular,FDZ25,Canned,1998,Tier 3
Regular,FDS32,Fruits and Vegetables,1998,Tier 3
Regular,FDR15,Meat,1998,Tier 3
Regular,FDW22,Snack Foods,1998,Tier 3
Regular,FDS02,Dairy,1998,Tier 1
Regular,FDC29,Frozen Foods,2010,Tier 1
Regular,FDJ38,Canned,2017,Tier 2
Low Fat,FDK44,Fruits and Vegetables,2020,Tier 2
Low Fat,DRF27,Dairy,1998,Tier 1
Regular,FDZ32,Fruits and Vegetables,2022,Tier 3
Low Fat,DRE60,Soft Drinks,2015,Tier 2
Low Fat,FDB17,Frozen Foods,2015,Tier 2
Low Fat,FDX14,Dairy,1998,Tier 1
Low Fat,FDU52,Frozen Foods,2015,Tier 2
Low Fat,FDZ22,Snack Foods,1998,Tier 3
Low Fat,NCQ50,Household,2020,Tier 2
Regular,FDG38,Canned,2000,Tier 3
Low Fat,FDK15,Meat,2012,Tier 1
Low Fat,NCL19,Others,2000,Tier 3
Regular,FDO10,Snack Foods,2015,Tier 2
Low Fat,DRK35,Hard Drinks,2017,Tier 2
LF,FDN21,Snack Foods,1998,Tier 3
Low Fat,FDB34,Snack Foods,2022,Tier 3
Low Fat,FDA45,Snack Foods,1998,Tier 3
Low Fat,FDT49,Canned,2020,Tier 2
Low Fat,FDC26,Canned,2022,Tier 3
Low Fat,FDI26,Canned,2012,Tier 1
Low Fat,FDI15,Dairy,2012,Tier 1
Low Fat,FDA14,Dairy,2012,Tier 1
Low Fat,FDG53,Frozen Foods,2012,Tier 1
Low Fat,FDS40,Frozen Foods,2012,Tier 1
Low Fat,FDP32,Fruits and Vegetables,2012,Tier 1
Low Fat,FDS55,Fruits and Vegetables,2012,Tier 1
Low Fat,NCC42,Health and Hygiene,2012,Tier 1
Low Fat,NCX41,Health and Hygiene,2012,Tier 1
Low Fat,FDP39,Meat,2012,Tier 1
Low Fat,FDR33,Snack Foods,2012,Tier 1
Regular,FDI60,Baking Goods,2012,Tier 1
Regular,FDH60,Baking Goods,2012,Tier 1
Regular,FDY01,Canned,2012,Tier 1
Regular,FDS02,Dairy,2012,Tier 1
Regular,FDS15,Meat,2012,Tier 1
Regular,FDT15,Meat,2012,Tier 1
Regular,FDY34,Snack Foods,2012,Tier 1
Regular,FDU45,Snack Foods,2012,Tier 1
Regular,FDS34,Snack Foods,2012,Tier 1
LF,FDS12,Baking Goods,1998,Tier 1
Low Fat,FDN13,Breakfast,1998,Tier 1
Low Fat,FDQ13,Canned,1998,Tier 1
Low Fat,FDW13,Canned,1998,Tier 1
Low Fat,FDC04,Dairy,1998,Tier 1
Low Fat,FDE45,Fruits and Vegetables,1998,Tier 1
Regular,FDB41,Frozen Foods,1998,Tier 1
Regular,FDZ16,Frozen Foods,1998,Tier 1
low fat,DRH39,Dairy,1998,Tier 1
Low Fat,DRG15,Dairy,2010,Tier 1
Low Fat,DRK39,Dairy,2010,Tier 1
Low Fat,DRH15,Dairy,2010,Tier 1
Low Fat,FDC56,Fruits and Vegetables,2010,Tier 1
Low Fat,FDD09,Fruits and Vegetables,2010,Tier 1
Low Fat,DRF23,Hard Drinks,2010,Tier 1
Low Fat,DRJ59,Hard Drinks,2010,Tier 1
Low Fat,NCY06,Household,2010,Tier 1
Regular,FDY11,Baking Goods,2010,Tier 1
Regular,FDZ49,Canned,2010,Tier 1
Regular,FDA51,Dairy,2010,Tier 1
Regular,FDT14,Dairy,2010,Tier 1
Regular,FDV16,Frozen Foods,2010,Tier 1
Regular,FDR19,Fruits and Vegetables,2010,Tier 1
Regular,FDQ27,Meat,2010,Tier 1
Regular,FDK58,Snack Foods,2010,Tier 1
Regular,FDG22,Snack Foods,2010,Tier 1
LF,NCU54,Household,2015,Tier 2
LF,NCQ17,Health and Hygiene,2020,Tier 2
Low Fat,FDF17,Frozen Foods,2015,Tier 2
Low Fat,FDT43,Fruits and Vegetables,2015,Tier 2
Low Fat,NCN05,Health and Hygiene,2015,Tier 2
Low Fat,NCS30,Household,2015,Tier 2
Low Fat,NCH30,Household,2015,Tier 2
Low Fat,FDF33,Seafood,2015,Tier 2
Low Fat,FDQ09,Snack Foods,2015,Tier 2
Low Fat,FDW34,Snack Foods,2015,Tier 2
Low Fat,FDY45,Snack Foods,2015,Tier 2
Low Fat,FDI26,Canned,2020,Tier 2
Low Fat,FDX40,Frozen Foods,2020,Tier 2
Low Fat,FDR08,Fruits and Vegetables,2020,Tier 2
Low Fat,NCW53,Health and Hygiene,2020,Tier 2
Low Fat,NCX30,Household,2020,Tier 2
Low Fat,FDU34,Snack Foods,2020,Tier 2
Low Fat,DRI37,Soft Drinks,2020,Tier 2
Regular,FDZ23,Baking Goods,2015,Tier 2
Regular,FDV26,Dairy,2015,Tier 2
Regular,FDR52,Frozen Foods,2015,Tier 2
Regular,FDT07,Fruits and Vegetables,2015,Tier 2
Regular,FDF44,Fruits and Vegetables,2015,Tier 2
Regular,FDR19,Fruits and Vegetables,2015,Tier 2
Regular,FDF57,Fruits and Vegetables,2015,Tier 2
Regular,FDI21,Snack Foods,2015,Tier 2
Regular,FDS58,Snack Foods,2015,Tier 2
Regular,FDX49,Canned,2020,Tier 2
